resin,protein,tis_M,kprime,ln(kprime),ln(tis_mM)
UNO Q-1,anti-FVII mAb,0.16783029001074112,2.007,0.6966410698142012,5.122953290321581
UNO Q-1,anti-FVII mAb,0.17564197140548707,1.4239,0.35339958580481184,5.168447669756506
UNO Q-1,anti-FVII mAb,0.20246603632240692,0.49831,-0.6965329056641537,5.310572150615052
UNO Q-1,anti-FVII mAb,0.22295052727799702,0.2947,-1.221797389238488,5.4069498960762825
Poros 50 HQ,aprotinin,0.030696503668232192,0.5893,-0.5288198871382693,3.4241487610792642
Poros 50 HQ,aprotinin,0.04050714951188884,0.38619,-0.9514258026424844,3.701478489690451
Poros 50 HQ,aprotinin,0.06088650754992694,0.20279,-1.5955843181455647,4.1090115992655045
Poros 50 HQ,aprotinin,0.08127570344121328,0.12011,-2.1193472894157384,4.397847121227424
Q Sepharose HP,aprotinin,0.040693415805322694,0.6156,-0.4851578770174128,3.7060663055367575
Q Sepharose HP,aprotinin,0.050487201494421166,0.34279,-1.0706372642125979,3.92171986840701
Q Sepharose HP,aprotinin,0.060875758664142354,0.21992,-1.5144914351251468,4.108835043980411
Q Sepharose HP,aprotinin,0.07098894702094884,0.11752,-2.1411467471165153,4.262524189161303
Q Sepharose HP,aprotinin,0.09115770282588878,0.0503,-2.9897502018764435,4.512591004694998
Q Sepharose HP,aprotinin,0.11128298149364017,0.019843,-3.919903978879022,4.712076339974099
Q Sepharose XL,aprotinin,0.061521803327099125,3.8327,1.3435695156598937,4.119391637626994
Q Sepharose XL,aprotinin,0.07097937339409167,1.5735,0.45330243752232446,4.262389319257317
Q Sepharose XL,aprotinin,0.08092775579240412,0.8238,-0.19382749698015672,4.393556852892107
Q Sepharose XL,aprotinin,0.09068156262468716,0.5281,-0.6384696192692495,4.507354057787801
Q Sepharose XL,aprotinin,0.10106318470307636,0.30586,-1.1846277980621598,4.615745912360276
Q Sepharose XL,aprotinin,0.11008972312434634,0.20002,-1.609337917433767,4.701295698085475
Q Sepharose XL,aprotinin,0.12060107576159579,0.13081,-2.034009390282001,4.7924882043328685
Q-Cellthru Bigbeads Plus,aprotinin,0.050841425593573644,2.3514,0.8550108954515037,3.9287114867143815
Q-Cellthru Bigbeads Plus,aprotinin,0.060938823515073216,1.7384,0.5529651499600828,4.109870467743922
Q-Cellthru Bigbeads Plus,aprotinin,0.08091334989359894,0.8933,-0.11283280827434368,4.393378827676793
Separon HemaBio 1000Q,aprotinin,0.0909314104371073,24.345,3.1923264896346644,4.510105490858119
Separon HemaBio 1000Q,aprotinin,0.10041269618130516,5.55,1.713797927758343,4.60928865525184
Separon HemaBio 1000Q,aprotinin,0.10999043083251758,3.7798,1.3296710981788,4.700393369576697
Separon HemaBio 1000Q,aprotinin,0.12125033343841694,1.8614,0.621328892769473,4.797857279821374
Separon HemaBio 1000Q,aprotinin,0.12832028743744386,1.6493,0.5003509554719695,4.854529384120713
Separon HemaBio 1000Q,aprotinin,0.15058653455208035,0.6503,-0.4303214841070309,5.014537899363523
Toyopearl QAE 550c,aprotinin,0.050571457469404266,2.0402,0.7130478422662815,3.9233873355071958
Toyopearl QAE 550c,aprotinin,0.07072035756212783,0.6449,-0.4386600129658053,4.258733474342169
Toyopearl QAE 550c,aprotinin,0.09086200786864988,0.21646,-1.5303495061151366,4.509341958575422
Toyopearl QAE 550c,aprotinin,0.11164078461143424,0.05929,-2.825314621262861,4.715286436692818
UNO Q-1,aprotinin,0.035785857429144,0.35563,-1.0338644144464249,3.577552771477606
UNO Q-1,aprotinin,0.040763084950269035,0.28496,-1.2554064594407857,3.7077768912183995
UNO Q-1,aprotinin,0.05082592121982211,0.21508,-1.5367452270406599,3.92840648467867
UNO Q-1,aprotinin,0.056006720806496775,0.12711,-2.0627024256755595,4.025471697935725
UNO Q-1,aprotinin,0.0819940964250574,0.029068,-3.5381173662277474,4.406647249856129
Poros 50 HQ,lipolase,0.15280473083446663,5.064,1.6221566848418751,5.029160837211691
Poros 50 HQ,lipolase,0.2034670790266135,0.8657,-0.14421685076040894,5.315504217970858
Poros 50 HQ,lipolase,0.22886961298148445,0.50339,-0.6863900613967855,5.433152465771677
Poros 50 HQ,lipolase,0.2784894730979169,0.18082,-1.7102532176729166,5.62938026008174
Poros 50 HQ,lipolase,0.3294350189425136,0.08602,-2.4531754516265467,5.797379123393785
Q Sepharose HP,lipolase,0.14771485125114478,7.123,1.9633289849962168,4.995283734591819
Q Sepharose HP,lipolase,0.15712400226258563,4.8641,1.5818817036630544,5.057035316930572
Q Sepharose HP,lipolase,0.16809830388811375,2.9451,1.0801427723844483,5.124548950465473
Q Sepharose HP,lipolase,0.1778125500097797,2.0113,0.6987812791770383,5.18072990557069
Q Sepharose HP,lipolase,0.18912171873817987,1.4883,0.3976345289929758,5.242390822259029
Q Sepharose HP,lipolase,0.19891392994251386,1.1236,0.1165378162479515,5.292872218312142
Q Sepharose XL,lipolase,0.17757888942162556,4.9593,1.601264601744939,5.179414957623737
Q Sepharose XL,lipolase,0.1985742369784944,3.5958,1.2797664977100576,5.291163020026578
Q Sepharose XL,lipolase,0.21847417635235514,1.9301,0.6575718150460251,5.386667821520715
Q Sepharose XL,lipolase,0.23901716143219084,1.0784,0.07547846117590556,5.476535354509254
Q-Cellthru Bigbeads Plus,lipolase,0.07828033754481549,0.25603,-1.3624606538684934,4.360296454537172
Q-Cellthru Bigbeads Plus,lipolase,0.08373175694345594,0.17485,-1.743826815472752,4.427618319436487
Q-Cellthru Bigbeads Plus,lipolase,0.08855905560623102,0.132,-2.0249533563957662,4.483669624457241
Q-Cellthru Bigbeads Plus,lipolase,0.09850955050092106,0.07832,-2.546952280759882,4.590153502877998
Q-Cellthru Bigbeads Plus,lipolase,0.1282084156004,0.019998,-3.9121230104284797,4.853657186640969
Separon HemaBio 1000Q,lipolase,0.1183544004166075,3.679,1.3026409761226372,4.773683516651186
Separon HemaBio 1000Q,lipolase,0.12878963501017437,1.8226,0.6002640530798894,4.858180336908594
Separon HemaBio 1000Q,lipolase,0.138534855369611,1.1957,0.17873178794339725,4.931121957283983
Separon HemaBio 1000Q,lipolase,0.1481832730721356,0.8165,-0.20272836657161725,4.998449839232454
Toyopearl QAE 550c,lipolase,0.15885371161697193,5.486,1.7021993925154115,5.0679837259884915
Toyopearl QAE 550c,lipolase,0.17761042928440757,4.3971,1.4809452327192276,5.179592552282156
Toyopearl QAE 550c,lipolase,0.19880715705765406,1.6121,0.4775376768998158,5.292335294870489
Toyopearl QAE 550c,lipolase,0.21738185296291465,1.3185,0.27649472681120435,5.38165549817137
Toyopearl QAE 550c,lipolase,0.2391028859718337,0.8477,-0.16522847936777718,5.476893944537122
Toyopearl QAE 550c,lipolase,0.2586719780646163,0.50305,-0.6870657102440774,5.555560765059254
Toyopearl SuperQ 650c,lipolase,0.11822986249866992,7.573,2.0245892901316855,4.772630716875699
Toyopearl SuperQ 650c,lipolase,0.12864880163641276,3.8279,1.342316349947503,4.857086223771137
Toyopearl SuperQ 650c,lipolase,0.13757996835660727,3.008,1.1012754060875933,4.924205336097894
Toyopearl SuperQ 650c,lipolase,0.14719302893814948,1.7851,0.5794744360713694,4.991744847416225
Toyopearl SuperQ 650c,lipolase,0.15920017830419972,1.2437,0.2180908076775583,5.07016239341091
UNO Q-1,lipolase,0.11811953697141508,14.388,2.6663945258333777,4.771697136883406
UNO Q-1,lipolase,0.12856940819501408,5.833,1.7635314477715005,4.856468900106751
UNO Q-1,lipolase,0.13832406562093674,3.3925,1.2215671127268872,4.9295992338069885
UNO Q-1,lipolase,0.14881395279621418,2.0132,0.6997254959200678,5.002696886794735
UNO Q-1,lipolase,0.15828545198410812,1.4311,0.3584433793346931,5.064400061110431
UNO Q-1,lipolase,0.17807536149298384,0.7379,-0.3039469649178161,5.182206839866478
UNO Q-1,lipolase,0.2036286627705716,0.50371,-0.6857545733404471,5.316298054583986
Poros 50 HQ,myoglobin,0.029639289842615373,10.975,2.395619958961235,3.3891008407149226
Poros 50 HQ,myoglobin,0.03438080176029705,4.8335,1.575570842922523,3.5374983202266184
Poros 50 HQ,myoglobin,0.03963378383734295,2.5999,0.9554729827493108,3.6796818817598944
Poros 50 HQ,myoglobin,0.044152059693584704,1.7082,0.5354401845299098,3.7876395781381142
Poros 50 HQ,myoglobin,0.049443757725587144,1.2404,0.21543390824415679,3.900835816037582
Poros 50 HQ,myoglobin,0.054130128829706615,0.9757,-0.02460011686823269,3.9913909408117187
Q Sepharose HP,myoglobin,0.029488956385833504,9.167,2.2156100789796387,3.3840158334533963
Q Sepharose HP,myoglobin,0.03439262622093823,4.2868,1.4555405338567051,3.537842187359748
Q Sepharose HP,myoglobin,0.039647926413448574,2.3059,0.8354710557721406,3.6800386494484543
Q Sepharose HP,myoglobin,0.04441878026029405,1.485,0.395414772254663,3.7936623588433003
Q Sepharose HP,myoglobin,0.04946821667078902,1.0569,0.055340095033164546,3.901330375889403
Q Sepharose XL,myoglobin,0.03446849579484351,13.677,2.615715589899414,3.540045741480971
Q Sepharose XL,myoglobin,0.03927575507639135,8.462,2.1355855522978757,3.6706074093264878
Q Sepharose XL,myoglobin,0.044489923032433154,5.787,1.7556140225917016,3.795262714819447
Q Sepharose XL,myoglobin,0.04954419342053111,4.2019,1.4355368039482899,3.9028650676433805
Q Sepharose XL,myoglobin,0.05424758598242378,3.1757,1.155528080485123,3.9935584934106645
Q Sepharose XL,myoglobin,0.059383480703337946,2.5485,0.9355049507979595,4.084016085053482
Q Sepharose XL,myoglobin,0.06917782159039812,1.7779,0.575432892540389,4.236680314004823
Q-Cellthru Bigbeads Plus,myoglobin,0.029792051480664956,0.28801,-1.2447600772267713,3.3942416290961495
Q-Cellthru Bigbeads Plus,myoglobin,0.03470896532574364,0.19305,-1.6448060562718918,3.546998020318004
Q-Cellthru Bigbeads Plus,myoglobin,0.03951475876239776,0.16124,-1.824861340733172,3.6766742416755744
Q-Cellthru Bigbeads Plus,myoglobin,0.049571209041788536,0.07848,-2.5449114637250294,3.9034102023299235
Q-Cellthru Bigbeads Plus,myoglobin,0.07922737464248647,0.029451,-3.525027413603643,4.372321878526169
Separon HemaBio 1000Q,myoglobin,0.03208727739451308,1.2654,0.2353882777306469,3.4684596087213233
Separon HemaBio 1000Q,myoglobin,0.034749973937519545,0.8653,-0.14467901136944397,3.5481788220110824
Separon HemaBio 1000Q,myoglobin,0.03913587977457733,0.6283,-0.4647375195732358,3.6670396875094804
Toyopearl QAE 550c,myoglobin,0.04948780125699015,0.9188,-0.08468680816719391,3.9017261999507777
Toyopearl QAE 550c,myoglobin,0.05964380718350013,0.58,-0.5447271754416722,4.088390323933886
Toyopearl QAE 550c,myoglobin,0.06910420222653739,0.38108,-0.9647459521435585,4.235615542622627
Toyopearl QAE 550c,myoglobin,0.07915212246416388,0.27123,-1.3047881095647522,4.371371601686549
Toyopearl QAE 550c,myoglobin,0.0891416550039668,0.19695,-1.6248053895652221,4.49022673369076
Toyopearl SuperQ 650c,myoglobin,0.029445540472895382,15.115,2.7156876282314215,3.382542471564989
Toyopearl SuperQ 650c,myoglobin,0.03455425017277125,5.904,1.7756300872981714,3.5425305577787993
Toyopearl SuperQ 650c,myoglobin,0.03938248267170762,3.3721,1.2155356956903889,3.6733211151980836
Toyopearl SuperQ 650c,myoglobin,0.0446149727848666,2.2155,0.7954781116574071,3.7980695153523008
Toyopearl SuperQ 650c,myoglobin,0.049407114624505935,1.6087,0.4754263994141252,3.9000944345628725
UNO Q-1,myoglobin,0.02947678703021371,1.5769,0.45546089442940413,3.383603073261204
UNO Q-1,myoglobin,0.03933136676499508,0.783,-0.2446225829913339,3.6720223370475136
UNO Q-1,myoglobin,0.04958595725690484,0.47487,-0.7447141966163804,3.903707673824432
UNO Q-1,myoglobin,0.059725025980386294,0.36614,-1.0047395050592685,4.089751128211968
UNO Q-1,myoglobin,0.06915342378601165,0.29976,-1.204773124496705,4.236327569336428
UNO Q-1,myoglobin,0.07918534120963527,0.23579,-1.4448137005991808,4.371791195952973
DEAE Ceramic HyperD 20,anti-FVII mAb,0.12832757869302336,11.698,2.459417887020834,4.854586203261206
DEAE Ceramic HyperD 20,anti-FVII mAb,0.14756385760433766,1.7644,0.5678106892486476,4.994261015002225
DEAE Ceramic HyperD 20,anti-FVII mAb,0.15855137036440944,1.008,0.007968169649176881,5.066078644052709
DEAE Ceramic HyperD 20,anti-FVII mAb,0.16766406832763578,0.658,-0.4185503476568198,5.121962384259675
DEAE Sepharose FF,anti-FVII mAb,0.12781740615309814,11.391,2.432823569917775,4.850602731050326
DEAE Sepharose FF,anti-FVII mAb,0.13843630530808695,3.924,1.3671115417031166,4.9304103303735
DEAE Sepharose FF,anti-FVII mAb,0.1481528464619663,2.1831,0.7807458850390134,4.998244487213105
DEAE Sepharose FF,anti-FVII mAb,0.15729321887501443,1.2146,0.19441480448133783,5.058111699630951
DEAE Sepharose FF,anti-FVII mAb,0.16833328550366305,0.6407,-0.4451939503371611,5.125945856470555
Fractogel EMD DEAE (M),anti-FVII mAb,0.18823483601033703,8.023,2.082312416771519,5.237690311033556
Fractogel EMD DEAE (M),anti-FVII mAb,0.19746494109028837,3.421,1.2299329059954676,5.285561055116902
Fractogel EMD DEAE (M),anti-FVII mAb,0.2079792462880791,2.2934,0.830035432622067,5.337438297262057
Fractogel EMD DEAE (M),anti-FVII mAb,0.22797645701567876,1.2094,0.1901243688569755,5.42924236491973
Fractogel EMD DEAE (M),anti-FVII mAb,0.2529006817014984,0.5887,-0.5298385629479214,5.532996849210042
Fractogel EMD DEAE (M),anti-FVII mAb,0.2794280499871478,0.27174,-1.3029095521859597,5.632744835438544
MacroPrep DEAE Support,anti-FVII mAb,0.19746494109028837,4.013,1.3895390912847796,5.285561055116902
MacroPrep DEAE Support,anti-FVII mAb,0.21818254334491438,2.9912,1.095674644680767,5.385332067196334
MacroPrep DEAE Support,anti-FVII mAb,0.22706489708342312,2.2911,0.8290320515803111,5.42523586685792
MacroPrep DEAE Support,anti-FVII mAb,0.23820452104817585,1.9005,0.6421170094471664,5.473129636792197
Poros 50 D,anti-FVII mAb,0.12781740615309814,12.014,2.4860726364279695,4.850602731050326
Poros 50 D,anti-FVII mAb,0.13843630530808695,4.855,1.5800091017432882,4.9304103303735
Poros 50 D,anti-FVII mAb,0.15855137036440944,1.2145,0.19433246946009006,5.066078644052709
Poros 50 D,anti-FVII mAb,0.17871870134790355,0.29585,-1.217902709859434,5.185813068888399
Toyopearl DEAE 650 M,anti-FVII mAb,0.11754116746959574,4.038,1.3957495198906458,4.766788633665343
Toyopearl DEAE 650 M,anti-FVII mAb,0.14756385760433766,0.8373,-0.17757284977175083,4.994261015002225
Toyopearl DEAE 650 M,anti-FVII mAb,0.15792104166849497,0.5182,-0.6573940108541275,5.06209517184183
Toyopearl DEAE 650 M,anti-FVII mAb,0.16766406832763578,0.32933,-1.110694991411091,5.121962384259675
DEAE Ceramic HyperD 20,aprotinin,0.08038407155897694,2.3831,0.8684021611471814,4.386816041619467
DEAE Ceramic HyperD 20,aprotinin,0.09092011994714151,1.2023,0.1842363889987263,4.509981318243717
DEAE Ceramic HyperD 20,aprotinin,0.10080683974644125,0.7686,-0.26318460085139356,4.613206207962641
DEAE Ceramic HyperD 20,aprotinin,0.11086896672090553,0.7292,-0.3158072361776291,4.708349024005154
DEAE Ceramic HyperD 20,aprotinin,0.12002728982802453,0.5754,-0.5526898278646895,4.787719132160659
DEAE Ceramic HyperD 20,aprotinin,0.13045478098128627,0.4786,-0.7368901035078641,4.8710266608251835
DEAE Sepharose FF,aprotinin,0.07053586555543664,1.9822,0.684207338990471,4.256121311741124
DEAE Sepharose FF,aprotinin,0.08009953594214977,0.9001,-0.10524941071909748,4.383270060576255
DEAE Sepharose FF,aprotinin,0.10533434523530713,0.34903,-1.0525974005886622,4.657139531536967
Fractogel EMD DEAE (M),aprotinin,0.07056510628451093,0.7686,-0.26318460085139356,4.256535777057863
Fractogel EMD DEAE (M),aprotinin,0.08042665380156767,0.6918,-0.36845838247906876,4.3873456361908545
Fractogel EMD DEAE (M),aprotinin,0.09094733969153347,0.6065,-0.5000505505980322,4.510280654305807
Fractogel EMD DEAE (M),aprotinin,0.10042688681917336,0.4914,-0.7104968188950583,4.60942996841013
MacroPrep DEAE Support,aprotinin,0.07026515360529802,1.5236,0.421075955622312,4.2522759946358235
MacroPrep DEAE Support,aprotinin,0.09093896351773159,0.7487,-0.2894169097454975,4.510188550902087
MacroPrep DEAE Support,aprotinin,0.11000945167186686,0.5179,-0.6579731055522913,4.700566286390835
MacroPrep DEAE Support,aprotinin,0.12996607399443558,0.29031,-1.2368059614211762,4.867273447123604
MacroPrep DEAE Support,aprotinin,0.15049081701947634,0.29031,-1.2368059614211762,5.013902065845464
MacroPrep DEAE Support,aprotinin,0.17018058021096824,0.2352,-1.4473190629576653,5.136860109811346
Poros 50 D,aprotinin,0.08049520300711696,0.09869,-2.3157716547982212,4.3881975926752625
Poros 50 D,aprotinin,0.10582054648202538,0.07996,-2.5262287693499377,4.661744701722955
Poros 50 D,aprotinin,0.13057198305888162,0.05831,-2.8419816737480725,4.8719246690114515
Toyopearl DEAE 650 M,aprotinin,0.06058847199671044,51.79,3.9471970804358,4.104104643901657
Toyopearl DEAE 650 M,aprotinin,0.07076850155569171,9.613,2.263116349083679,4.2594140084241054
Toyopearl DEAE 650 M,aprotinin,0.08036741508008002,3.827,1.3420812064435652,4.386608808961097
Toyopearl DEAE 650 M,aprotinin,0.0905419825957868,1.8806,0.6315908748608395,4.505813639225399
Toyopearl DEAE 650 M,aprotinin,0.10039682992912502,1.0267,0.026349775322781963,4.609130632348041
DEAE Ceramic HyperD 20,lipolase,0.1181870792258287,15.619,2.748488121875585,4.772268786186669
DEAE Ceramic HyperD 20,lipolase,0.12747352634019313,7.757,2.0485956615087346,4.847908706491523
DEAE Ceramic HyperD 20,lipolase,0.138605351964503,4.525,1.5096175771518896,4.9316307004727875
DEAE Ceramic HyperD 20,lipolase,0.1483269272683394,3.0198,1.1051906040282322,4.9994188056105315
DEAE Ceramic HyperD 20,lipolase,0.15809931927376905,2.1268,0.7546185026480463,5.063223438537397
DEAE Sepharose FF,lipolase,0.11907209641546636,4.541,1.5131472521158142,4.77972916188797
DEAE Sepharose FF,lipolase,0.128958508038275,3.0296,1.108430597605448,4.859490709509284
DEAE Sepharose FF,lipolase,0.13909131081747306,1.4647,0.38165044334212433,4.935130629814138
DEAE Sepharose FF,lipolase,0.14825863591988686,1.0597,0.05798584919865335,4.9989582885919335
DEAE Sepharose FF,lipolase,0.15802652860857105,0.7463,-0.2926276148447954,5.062762921518798
DEAE Sepharose FF,lipolase,0.16911027664642117,0.5116,-0.6702122092774493,5.130551026656542
Fractogel EMD DEAE (M),lipolase,0.1391169347437597,2.2508,0.8112857085769868,4.935314836621577
Fractogel EMD DEAE (M),lipolase,0.15866823838189073,0.8308,-0.18536618698017984,5.066815471282467
Fractogel EMD DEAE (M),lipolase,0.1788174922465386,0.35086,-1.0473679954810984,5.186365689310718
Fractogel EMD DEAE (M),lipolase,0.2039200833621396,0.09901,-2.3125344238477137,5.3177281688660285
MacroPrep DEAE Support,lipolase,0.1783487213242239,8.342,2.121302995774754,5.183740742304705
MacroPrep DEAE Support,lipolase,0.1986140649409379,4.03,1.3937663759585917,5.291363569551247
MacroPrep DEAE Support,lipolase,0.20751046328533457,2.9168,1.0704871249422614,5.335181763870923
MacroPrep DEAE Support,lipolase,0.2185546243168632,2.2272,0.8007451911579634,5.387035980165149
MacroPrep DEAE Support,lipolase,0.22744688849613778,1.7475,0.5581861951258283,5.4269167539758065
MacroPrep DEAE Support,lipolase,0.23766213816254825,1.6106,0.4766067803793075,5.470850077550133
MacroPrep DEAE Support,lipolase,0.2584223074652878,1.046,0.044973365642731196,5.554595097382326
Poros 50 D,lipolase,0.11821429593982945,26.722,3.2854871961667023,4.7724990446959685
Poros 50 D,lipolase,0.12799411446318762,9.112,2.209592226144881,4.851984282106123
Poros 50 D,lipolase,0.1386213104139897,6.079,1.8048402087665854,4.931745829727437
Poros 50 D,lipolase,0.14834400501997586,4.057,1.4004437842243103,4.999533934865182
Poros 50 D,lipolase,0.16855436352834993,2.5627,0.9410613901993667,5.127258329973562
Poros 50 D,lipolase,0.17894517798476928,1.8051,0.5906159919122786,5.1870794906895465
Toyopearl DEAE 650 M,lipolase,0.1086325564727195,6.993,1.9449096487217299,4.687971145932157
Toyopearl DEAE 650 M,lipolase,0.11857960518159365,3.3798,1.2178165361465862,4.775584508720581
Toyopearl DEAE 650 M,lipolase,0.12841329800857929,1.724,0.5446471722415014,4.855253952938175
Toyopearl DEAE 650 M,lipolase,0.13853515660959625,1.426,0.35487332199210414,4.931124131752329
Toyopearl DEAE 650 M,lipolase,0.14823815464721704,0.7887,-0.23736925857819188,4.998820133486354
Toyopearl DEAE 650 M,lipolase,0.1579937837439745,0.4728,-0.7490828128902486,5.062555688860429
DEAE Ceramic HyperD 20,myoglobin,0.040534983446682715,5.776,1.753711401590525,3.702165390068617
DEAE Ceramic HyperD 20,myoglobin,0.05036629443713588,1.742,0.555033878430311,3.919322190188885
DEAE Ceramic HyperD 20,myoglobin,0.0608639312000994,0.8936,-0.11249703122714616,4.108640736534856
DEAE Ceramic HyperD 20,myoglobin,0.07075709594012891,0.14349,-1.9414899326218218,4.259252827467596
DEAE Ceramic HyperD 20,myoglobin,0.0907360773152903,0.039233,-3.238237049596829,4.507955043361883
DEAE Sepharose FF,myoglobin,0.03067114576613868,1.914,0.6491952930307625,3.423322335307038
DEAE Sepharose FF,myoglobin,0.0405816779453537,0.746,-0.2930296787783762,3.703316682615114
DEAE Sepharose FF,myoglobin,0.050409222612149175,0.39813,-0.9209766938648695,3.9201741466732924
DEAE Sepharose FF,myoglobin,0.06043520505557424,0.22095,-1.509818847405388,4.1015718002993635
Fractogel EMD DEAE (M),myoglobin,0.030717792330894323,0.13698,-1.987920349212378,3.4248420414684135
Fractogel EMD DEAE (M),myoglobin,0.04066680001225866,0.019567,-3.9339108051861755,3.705412035049738
MacroPrep DEAE Support,myoglobin,0.030720621674416842,0.11474,-2.165086579808412,3.4249341448721333
MacroPrep DEAE Support,myoglobin,0.040637782351992405,0.06761,-2.6939993778795506,3.70469823367091
MacroPrep DEAE Support,myoglobin,0.05067572841772825,0.038278,-3.2628799603662557,3.925447066536249
MacroPrep DEAE Support,myoglobin,0.06051875707932982,0.019251,-3.950192271545649,4.10295335135516
Poros 50 D,myoglobin,0.030562579066168015,0.9611,-0.039676817152898426,3.419776354263827
Poros 50 D,myoglobin,0.04058915405524256,0.5553,-0.5882467707345755,3.7035008894225525
Poros 50 D,myoglobin,0.050410383340757876,0.3753,-0.9800295728411619,3.920197172524223
Toyopearl DEAE 650 M,myoglobin,0.030541474474586557,3.2561,1.1805301601993863,3.4190855787359284
Toyopearl DEAE 650 M,myoglobin,0.04074178006422707,0.7608,-0.27338476775095644,3.707254103124133
Toyopearl DEAE 650 M,myoglobin,0.05060809618661875,0.39038,-0.9406346552636724,3.9241115671823126
Toyopearl DEAE 650 M,myoglobin,0.06066944191752197,0.24865,-1.3917089938213894,4.105440143255594
Toyopearl DEAE 650 M,myoglobin,0.07047092953115162,0.1747,-1.7446850618421261,4.255200277703926
